author,paper_count,total_citations,avg_citations
Bjarne Pfitzner,1,261,261.0
Nico Steckhan,1,261,261.0
Bert Arnrich,1,261,261.0
Timothy R. McIntosh,4,261,65.25
Hajo A. Reijers,1,260,260.0
Xixi Lu,1,260,260.0
Moe Thandar Wynn,1,260,260.0
Marco Pegoraro,1,260,260.0
Robert Andrews,1,260,260.0
Marcos Sepúlveda,1,260,260.0
Hilda Klasky,1,260,260.0
Josep Carmona,1,260,260.0
Luise Pufahl,1,260,260.0
Davide Aloini,1,260,260.0
Ronny S. Mans,1,260,260.0
Gema Ibáñez-Sánchez,1,260,260.0
Owen Johnson,1,260,260.0
Marco Comuzzi,1,260,260.0
Simon Remy,1,260,260.0
Francesca Zerbato,1,260,260.0
Fernando Seoane,1,260,260.0
Víctor Galvez-Yanjari,1,260,260.0
Benjamin Dalmas,1,260,260.0
Fernanda Gonzalez-Lopez,1,260,260.0
Felix Mannhardt,1,260,260.0
Antonio Martínez-Millana,1,260,260.0
Andrea Burattin,1,260,260.0
Wil M. P. van der Aalst,1,260,260.0
Arthur H. M. ter Hofstede,1,260,260.0
Pieter J. Toussaint,1,260,260.0
Claudio Di Ciccio,1,260,260.0
Chiara Di Francescomarino,1,260,260.0
Stefanie Rinderle‐Ma,1,260,260.0
Ilaria Angela Amantea,1,260,260.0
Minseok Song,1,260,260.0
Inge van de Weerd,1,260,260.0
Iris Beerepoot,1,260,260.0
Renata Medeiros de Carvalho,1,260,260.0
Mathias Weske,1,260,260.0
Angelina Prima Kurniati,1,260,260.0
Chiara Ghidini,1,260,260.0
Vicente Traver,1,260,260.0
Michael Arias,1,260,260.0
Alex Sandy Pentland,1,260,260.0
Samuel S. Wang,1,260,260.0
Elisabetta Benevento,1,260,260.0
Emilio Sulis,1,260,260.0
Rob J. B. Vanwersch,1,260,260.0
Graeme Laurie,2,260,130.0
Simon Poon,1,260,260.0
Zoe Valero-Ramón,1,260,260.0
Mar Marcos,1,260,260.0
Roberto Gatta,1,260,260.0
Niels Martin,1,260,260.0
Eric Rojas,1,260,260.0
Emmanuel Helm,1,260,260.0
Erez Shmueli,1,260,260.0
Lucia Sacchi,1,260,260.0
René de la Fuente,1,260,260.0
Erick Giovani Sperandio Nascimento,1,259,259.0
Guilherme A. de Sousa Guimarães,1,259,259.0
Maira M. Araujo,1,259,259.0
Lewis Golightly,4,259,64.75
Yaşanur Kayıkçı,2,259,129.5
Gustavo O. R. Cruz,1,259,259.0
Rafael B. Loureiro,1,259,259.0
Marco A S Cruz,1,259,259.0
Arvind Upadhyay,1,259,259.0
Lena Griebel,1,259,259.0
Rodrigo M. Peixoto,1,259,259.0
Rohit Agrawal,1,259,259.0
Tiago Palma Pagano,1,259,259.0
Ewerton L. S. Oliveira,1,259,259.0
Igor Engel,1,259,259.0
John Grundy,2,259,129.5
Lucas Lisboa dos Santos,1,259,259.0
Dennis Toddenroth,1,259,259.0
Hans‐Ulrich Prokosch,1,259,259.0
Michele Colajanni,2,259,129.5
Fernanda V. N. Lisboa,1,259,259.0
Vishal Ashok Wankhede,1,259,259.0
Felix Köpcke,1,259,259.0
Ines Leb,1,259,259.0
Ingrid Winkler,1,259,259.0
Md. Habibur Rahman,1,258,258.0
Quan‐Hoang Vuong,2,258,129.0
Sandeep Tagde,1,258,258.0
Xinyun Hu,1,258,258.0
Suleyman Uludag,2,258,129.0
Elarbi Badidi,3,258,86.0
Tanima Bhattacharya,1,258,258.0
Chryssa Themelis,2,258,129.0
Annika Jacobsen,2,258,129.0
Priti Tagde,1,258,258.0
Deepak Kaushik,1,258,258.0
Hong‐Kong T. Nguyen,2,258,129.0
Hitesh Chopra,1,258,258.0
Dimiter Dimitrov,1,258,258.0
Rokeya Akter,1,258,258.0
Pooja Tagde,1,258,258.0
Marco Roos,2,258,129.0
Andrew Woodward,1,257,257.0
Yuhao Kang,1,257,257.0
Song Gao,1,257,257.0
Yunlei Liang,1,257,257.0
Patricia Williams,1,257,257.0
Ibo van de Poel,2,257,128.5
Rubeta Matin,2,257,128.5
Jinmeng Rao,1,257,257.0
Mingxiao Li,1,257,257.0
Jake Kruse,1,257,257.0
Richmond Y. Wong,3,256,85.33333333333333
Dipak Kalra,2,256,128.0
Nila A Sathe,1,256,256.0
Stephanie Kuku,1,256,256.0
Elinor Laws,1,256,256.0
Elizabeth Sapey,1,256,256.0
Heather Cole-Lewis,1,256,256.0
Joseph Alderman,1,256,256.0
Melanie Calvert,1,256,256.0
Melissa L McPheeters,1,256,256.0
Taj-Aldeen Naser Abdali,1,256,256.0
Melissa D. McCradden,1,256,256.0
Jacqui Gath,1,256,256.0
Giovanni Apruzzese,2,256,128.0
Lauren Oakden‐Rayner,1,256,256.0
Claudio J. Tessone,1,256,256.0
Zhang Wenhua,1,256,256.0
Katherine Heller,1,256,256.0
Paul Schiff Berman,1,256,256.0
Adewole O. Adebajo,1,256,256.0
Quang Ngọc Nguyễn,1,256,256.0
Armand H. Matheny Antommaria,1,256,256.0
Francis McKay,1,256,256.0
Maureen E. Smith,1,256,256.0
Ingrid A. Holm,1,256,256.0
Darren Treanor,1,256,256.0
Joanne Palmer,1,256,256.0
Saskia C. Sanderson,1,256,256.0
Stephen Pfohl,1,256,256.0
Syed Talib Abbas Jafri,1,256,256.0
Shaswath Ganapathi,1,256,256.0
Golnar Karimian,1,255,255.0
Jaime Lloret,2,255,127.5
Jeffrey T. Hancock,1,255,255.0
Jonas Schuett,2,255,127.5
Silvia Evers,1,255,255.0
Balázs Bodó,2,255,127.5
Omprakash Kaiwartya,2,255,127.5
Elena Petelos,1,255,255.0
Rongrong Li,1,255,255.0
Ying Sun,2,255,127.5
Pranjal Kumar,1,255,255.0
Waqas Ahmad,1,255,255.0
Min Su,1,255,255.0
Min Zhang,1,255,255.0
Qiang Wang,1,255,255.0
Hideyuki Matsuoka,1,254,254.0
Nahina Islam,1,254,254.0
Kirill Yakunin,1,254,254.0
Shigeyuki Tani,1,254,254.0
Elena Zaitseva,1,254,254.0
Адилхан Сымагулов,1,254,254.0
Atsushi Deguchi,1,254,254.0
Steven T. Moore,1,254,254.0
Gianmarco Baldini,2,254,127.0
Yan Kuchin,1,254,254.0
Kohei OSHIMA,1,254,254.0
Marina Yelis,1,254,254.0
Biplob Ray,1,254,254.0
Farida Abdoldina,1,254,254.0
Faezeh Pasandideh,1,254,254.0
Chiaki Hirai,1,254,254.0
Almas M. Kalimoldayev,1,254,254.0
Ravil I. Mukhamediev,1,254,254.0
Md. Mamunur Rashid,1,254,254.0
Alexey V. Shvetsov,2,254,127.0
Vitaly Levashenko,1,254,254.0
Elena Muhamedijeva,1,254,254.0
Viktors Gopejenko,1,254,254.0
Michael Kerres,1,254,254.0
Taku NAKANO,1,254,254.0
R. W. Kadel,1,254,254.0
Yelena Popova,1,254,254.0
M. Tai,1,254,254.0
Norbert Tihanyi,2,253,126.5
Sabika Buqrais,1,253,253.0
Shaikha Al-Ebrahim,1,253,253.0
Neha Guleria,1,253,253.0
Imtiaz Ahmad,1,253,253.0
Meenakshi Kaushik,1,253,253.0
May Al-Roomi,1,253,253.0
Samar El Dakrouni,1,252,252.0
Vasileios C. Pezoulas,2,252,126.0
S. Narayana Swamy,1,252,252.0
Shahid Mahmud,1,252,252.0
Gilda Calado,1,252,252.0
Sergio Alonso,1,252,252.0
Rosana Montes,1,252,252.0
Rosario Marchena,1,252,252.0
Bárbara Cables Fernández,1,252,252.0
Fabian Böhm,2,252,126.0
Kota Solomon Raju,1,252,252.0
Juan Chiachío,1,252,252.0
Denis Burkhalter,1,252,252.0
Günther Pernul,2,252,126.0
Eugenio Martínez‐Cámara,1,252,252.0
Manuel Chiachío,1,252,252.0
Muhammad Shafiq,2,252,126.0
Francisco Javier Melero,1,252,252.0
Usman Yousuf,1,252,252.0
Sokratis Nifakos,3,252,84.0
Pablo García-Moral,1,252,252.0
Cristina Moral,1,252,252.0
Brian More,1,252,252.0
Faiyaz Doctor,1,252,252.0
Scott Askin,1,252,252.0
Javier Pérez de Vargas,1,252,252.0
Jathan Sadowski,1,252,252.0
Iván Palomares,1,252,252.0
Sitara Afzal,1,251,251.0
Irfan Mehmood,1,251,251.0
Lita Chew,1,251,251.0
Jyoti Kaubiyal,1,251,251.0
Giuseppe Fenza,1,251,251.0
William Wasswa,1,251,251.0
Humaid Al Naqbi,1,251,251.0
Martine R. Haas,1,251,251.0
Fábio Gama,1,251,251.0
Muazzam Maqsood,1,251,251.0
Yin‐Hsi Chang,1,251,251.0
Muhammad Bilal Amin,2,251,125.5
Claudio Stanzione,1,251,251.0
Attiq Ur Rehman,1,251,251.0
Maheen Bakhtyar,1,251,251.0
Gerard George,1,251,251.0
Stefano Magistretti,1,251,251.0
Junaid Baber,1,251,251.0
Nicola Capuano,1,251,251.0
Atul J. Butte,1,251,251.0
Simon J.D. Schillebeeckx,1,251,251.0
Wei Lü,1,251,251.0
Rehan Ashraf,1,251,251.0
Raihan Ur Rasool,2,251,125.5
Paul Tracey,1,251,251.0
Somya Ranjan Sahoo,1,251,251.0
Sarah Gul,1,251,251.0
Anita M. McGahan,1,251,251.0
Abbas Jamalipour,2,251,125.5
Vian Ahmed,1,251,251.0
Finale Doshi‐Velez,1,251,251.0
Zied Bahroun,1,251,251.0
Frank Emmert‐Streib,2,251,125.5
Paul Benjamin Lowry,2,251,125.5
Limao Xiong,1,250,250.0
Anthony Ng’oma,1,250,250.0
Ali Farazmand﻿,1,250,250.0
Qi Zhang,1,250,250.0
Enyu Zhou,1,250,250.0
Emmanuel Oyekanlu,1,250,250.0
Xin Guo,1,250,250.0
Shihan Dou,1,250,250.0
Tao Gui,1,250,250.0
Zhiheng Xi,1,250,250.0
Grethel Mulroy,1,250,250.0
Junzhe Wang,1,250,250.0
Yiwen Ding,1,250,250.0
Rongxiang Weng,1,250,250.0
Murat Kantarcıoğlu,4,250,62.5
Jason D. Mcghinnis,1,250,250.0
Michael G. Shultz,1,250,250.0
Samia Hurst,1,250,250.0
Milo A. Puhan,1,250,250.0
Jane Kaye,2,250,125.0
Agata Ferretti,1,250,250.0
Yuhao Zhou,1,250,250.0
Windsor Thomas,1,250,250.0
William K. Michener,1,250,250.0
David Kuhn,1,250,250.0
"Huang, Xuanjing",1,250,250.0
Weiran Wang,1,250,250.0
Dave Hitesh,1,250,250.0
Ming Zhang,1,250,250.0
Mason Ng,1,250,250.0
Matthew L. Ramsey,1,250,250.0
Wei He,1,250,250.0
Weimin Liu,1,250,250.0
Wen-Xiang Chen,1,250,250.0
Patrick G. Mcbride,1,250,250.0
Rui Zheng,1,250,250.0
Boyang Hong,1,250,250.0
Senjie Jin,1,250,250.0
Steven C. Buonavita,1,250,250.0
Craig Cerasi,1,250,250.0
Wensen Cheng,1,250,250.0
Wenjuan Qin,1,250,250.0
Yongyan Zheng,1,250,250.0
Xiaoran Fan,1,250,250.0
Xiangyang Liu,1,250,250.0
Zhangyue Yin,1,250,250.0
Sun Dan,1,250,250.0
Yicheng Zou,1,250,250.0
Changhao Jiang,1,250,250.0
Xipeng Qiu,1,250,250.0
Nickolus A. Looper,1,250,250.0
A.C. Smith,1,250,250.0
Wolfgang Wahlster,1,249,249.0
Ben Chester Cheong,1,249,249.0
Qianni Luo,1,249,249.0
Andrea G. Parker,1,249,249.0
José María Cavanillas,1,249,249.0
Jiawei Zhou,1,249,249.0
Fatema Maasmi,1,248,248.0
Annie W. Sokol,1,248,248.0
Qing‐Long Han,1,248,248.0
Seong Oun Hwang,4,248,62.0
Kamanashis Biswas,2,248,124.0
Dounia Marbouh,1,248,248.0
Samer Ellahham,1,248,248.0
Pedro Peris‐Lopez,1,248,248.0
Michael Hogan,1,248,248.0
Tayaba Abbasi,1,248,248.0
Pradeep Kumar Singh,2,248,124.0
Tong Jin,1,248,248.0
Guillermo Suárez‐Tangil,1,248,248.0
Xian‐Ming Zhang,1,248,248.0
Arturo Ribagorda,1,248,248.0
Juan Tapiador,1,248,248.0
Xiaohua Ge,1,248,248.0
Matthew Weinzierl,1,247,247.0
Ann Cavoukian,3,247,82.33333333333333
Imran Imran,3,247,82.33333333333333
Roshani Raut,2,247,123.5
Anushka Singh,2,247,123.5
Aditya Nigam,1,246,246.0
Ravi Vatrapu,2,246,123.0
Lorenzo Belenguer,1,246,246.0
Ilias Siniosoglou,1,246,246.0
Simone Sandholz,1,246,246.0
Raghava Rao Mukkamala,2,246,123.0
Luca Romeo,2,246,123.0
Tarishi Singh,1,246,246.0
Alexander Fekete,1,246,246.0
Panagiotis Fouliras,1,246,246.0
Rhitvik Pasricha,1,246,246.0
Huaglory Tianfield,2,245,122.5
Panagiotis Papachristou,2,245,122.5
Marwa Keshk,2,245,122.5
Stefano Bonacina,2,245,122.5
Jia Li,2,245,122.5
Vassilis Charissis,2,245,122.5
Krishna Chandramouli,2,245,122.5
Riccardo Lazzarini,2,245,122.5
Kauser Ahmed,1,244,244.0
Ming‐Lang Tseng,1,244,244.0
Shen Wu,1,244,244.0
Jennifer C. Goldsack,2,244,122.0
Constantinos Patsakis,4,244,61.0
Charalambos Konstantinou,3,244,81.33333333333333
David Ortiz-Puerta,1,244,244.0
Fangjiong Chen,1,244,244.0
Nan Cheng,1,244,244.0
Xiucheng Wang,1,244,244.0
Zhisheng Yin,1,244,244.0
Sam Mealy,1,243,243.0
Carl J. Dahlman,1,243,243.0
Yonis Gulzar,2,243,121.5
Martin Wermelinger,1,243,243.0
Zaffar Ahmed Shaikh,2,243,121.5
Sirvan Khalighi,1,242,242.0
Anant Madabhushi,1,242,242.0
Abhishek Midya,1,242,242.0
Lucian Mihet‐Popa,1,242,242.0
Minhui Xue,1,242,242.0
Haojin Zhu,1,242,242.0
Sen Chen,1,242,242.0
Kartik Reddy,1,242,242.0
Jeremiah Amissah,3,242,80.66666666666667
Sobhy M. Abdelkader,3,242,80.66666666666667
C. Bharatiraja,1,242,242.0
Krunal Pandav,1,242,242.0
Siamak Layeghy,3,242,80.66666666666667
Lingling Fan,1,242,242.0
Marius Portmann,3,242,80.66666666666667
Lihua Xu,1,242,242.0
Shuang Hao,1,242,242.0
Steven N. Goodman,1,242,242.0
Van Lieou,1,242,242.0
Mohanad Sarhan,3,242,80.66666666666667
Prithvi Krishna Chittoor,1,242,242.0
Yashwant Singh,3,242,80.66666666666667
Malak Abedalthagafi,1,242,242.0
Srinivas Sampalli,2,241,120.5
Angela Ballantyne,3,241,80.33333333333333
Mona Bakri Hassan,1,241,241.0
Tiago Cruz,5,241,48.2
Elmustafa Sayed Ali,1,241,241.0
Savitri Bevinakoppa,1,241,241.0
Azeez Olanipekun Hassan,3,240,80.0
Prisca Ugomma Uwaoma,3,240,80.0
Simon Kaggwa,3,240,80.0
Chris Sandbrook,1,240,240.0
Rachel A. McKendry,1,239,239.0
John E. Tooke,1,239,239.0
Raquel Velho,1,239,239.0
Emma Ross,1,239,239.0
Phil Koczan,1,239,239.0
Edward Fottrell,1,239,239.0
Ralph Sullivan,1,239,239.0
Olivia Stevenson,1,239,239.0
Peter A. Knight,1,239,239.0
Ze Wang,2,239,119.5
Helen Brewer,1,239,239.0
Corinne Marsolier,1,239,239.0
Sarah Chaytor,1,239,239.0
Ben Goldacre,1,239,239.0
Angela Sasse,1,239,239.0
Graham Hart,1,239,239.0
Jiaojiao Jiang,1,238,238.0
Xiaoxing Mo,1,238,238.0
Madhan Jeyaraman,1,238,238.0
Rozita Dara,2,238,119.0
Sangeetha Balaji,1,238,238.0
Sankalp Yadav,1,238,238.0
Weikang Xu,1,238,238.0
Naveen Jeyaraman,1,238,238.0
Yonghang Tai,1,238,238.0
Khaled Shaalan,2,237,118.5
Victoria Uren,1,237,237.0
Chinwe Chinazo Okoye,6,237,39.5
Nsisong Louis Eyo-Udo,2,236,118.0
Kavitha Palaniappan,1,236,236.0
Elaine Yan Ting Lin,1,236,236.0
Abimbola Oluwatoyin Adegbite,4,236,59.0
Antonio José Calderón,2,236,118.0
Thomas Poell,1,236,236.0
Silke Vogel,1,236,236.0
Isaías González,2,236,118.0
Torben Schubert,1,235,235.0
Gregorio Martínez Pérez,3,235,78.33333333333333
Micah Altman,2,235,117.5
Jakob Edler,1,235,235.0
Thokozani Shongwe,1,235,235.0
Md. Najmul Mowla,1,235,235.0
Charles D. Raab,3,235,78.33333333333333
Henning Kroll,1,235,235.0
A. F. M. Shahen Shah,1,235,235.0
Hera Antonopoulou,2,235,117.5
Neazmul Mowla,1,235,235.0
Khaled M. Rabie,1,235,235.0
Vu Tuan Truong,1,235,235.0
Alexandra Wood,2,235,117.5
Luis Brdalo Rapa,1,234,234.0
Athanasios Vasileios Grammatopoulos,1,234,234.0
M. Omar Al-Kadri,2,234,117.0
Pavel Laskov,1,234,234.0
Wissam Mallouli,1,234,234.0
Harsha Kalutarage,2,234,117.0
Kenneth D. Mandl,2,234,117.0
Christian Rathgeb,1,234,234.0
Edgardo Montes de,1,234,234.0
Fabio Di Franco,1,234,234.0
Massimo Regona,2,234,117.0
Raghu Raman,4,234,58.5
Mohiuddin Ahmed,2,234,117.0
Javier Galbally,1,234,234.0
Jacob M. Paul,1,233,233.0
Jed R. Brubaker,1,233,233.0
Fatima Al Husseiny,1,233,233.0
Adrianna Łobodzińska,2,233,116.5
Sanaa Kaddoura,1,233,233.0
Virginia Murray,2,232,116.0
P. S. Aithal,5,232,46.4
Anam Nazir,1,232,232.0
Algan Tezel,2,232,116.0
Tunbosun Oyewale Oladoyinbo,4,232,58.0
Aditya Sundararajan,2,232,116.0
Love Allen Chijioke Ahakonye,2,232,116.0
Guan Gui,1,231,231.0
Jon Truby,1,231,231.0
Paul Ralph,1,231,231.0
Rana Alkadhi,1,231,231.0
Vladimir Kovalenko,1,231,231.0
Shin Yoo,1,231,231.0
Marcos Kalinowski,1,231,231.0
Hideaki Hata,1,231,231.0
Sunawar Khan,2,231,115.5
Amin Milani Fard,1,231,231.0
Burak Turhan,1,231,231.0
Gianisa Adisaputri,1,231,231.0
Jasmin Praful Bharadiya,2,231,115.5
Gregório Robles,1,231,231.0
Segun I. Popoola,1,231,231.0
Haris Gacanin,1,231,231.0
Sebastian Baltes,1,231,231.0
Nicole Novielli,1,231,231.0
Michael Cheffena,1,231,231.0
Erin Hengel,1,231,231.0
Xin Tan,1,231,231.0
Robin van Kessel,3,231,77.0
Adekunle Oyeyemi Adeniyi,3,231,77.0
Minghui Zhou,1,231,231.0
Oseremi Onesi-Ozigagun,1,231,231.0
Fredrik Ege Abrahamsen,1,231,231.0
Rashina Hoda,1,231,231.0
Lan Huang,1,231,231.0
Xavier Devroey,1,231,231.0
Yun Ai,1,231,231.0
Richard Torkar,1,231,231.0
Nachaat Mohamed,2,230,115.0
Justin Lipman,2,230,115.0
Weina Fu,1,230,230.0
Shafi Khadem,2,230,115.0
Ian Zhou,2,230,115.0
Mahendra K. Shukla,1,229,229.0
Donna K. Arnett,1,229,229.0
Michael H. Gollob,1,229,229.0
Emanuele Bellini,2,229,114.5
Kayte Spector‐Bagdady,1,229,229.0
Antonis A. Armoundas,1,229,229.0
Jennifer L. Hall,1,229,229.0
Yalin Liu,1,229,229.0
Ping Yu,1,229,229.0
Katherine A. Sheehan,1,229,229.0
Bijoy K. Menon,1,229,229.0
Derrick Bennett,1,229,229.0
Salah S. Al‐Zaiti,1,229,229.0
Elle Lett,1,229,229.0
Qubeijian Wang,1,229,229.0
Anne E. Kwitek,1,229,229.0
Hua Xu,1,229,229.0
Paul A. Friedman,1,229,229.0
Chao Deng,1,229,229.0
Xia Hu,1,229,229.0
Olubusola Odeyemi,5,228,45.6
Pieter Kubben,1,228,228.0
Pantaleone Nespoli,3,228,76.0
K. El Emam,1,228,228.0
John Lawrence,1,227,227.0
Dipanjali Kundu,2,227,113.5
Raimundas Matulevičius,2,227,113.5
Jon Platts,1,227,227.0
Rushil Balasubramanian,1,227,227.0
Vinden Wylde,1,227,227.0
Sethuraman Srinivas,2,227,113.5
Chinmay Chakraborty,2,227,113.5
Anichur Rahman,2,227,113.5
Chen‐Ching Liu,2,227,113.5
Saurabh P. Choudhary,4,227,56.75
Niels Peek,1,226,226.0
Yi Wang,2,226,113.0
Robertas Damaševičius,2,226,113.0
Lu Cheng,1,226,226.0
Mark Sujan,1,226,226.0
Daniel Buschek,1,226,226.0
Lior Zalmanson,1,226,226.0
Kush R. Varshney,1,226,226.0
Nikhitha Yathiraju,2,226,113.0
Mohammed Atiquzzaman,3,226,75.33333333333333
Philip Scott,1,226,226.0
Advait Bhat,1,226,226.0
Huan Liu,1,226,226.0
Steve Canham,2,225,112.5
Efthymios Constantinides,1,225,225.0
Santosh Kumar,2,225,112.5
Liss Jenneboer,1,225,225.0
Carolina Herrando,1,225,225.0
David Bednář,1,224,224.0
Yu-Hao Li,1,224,224.0
Mintu P. Turakhia,1,224,224.0
Kipp W. Johnson,1,224,224.0
Kimberley R. Isett,1,224,224.0
Mu-Yang Wei,1,224,224.0
Muhammad Ali,3,224,74.66666666666667
Syed Shawon M. Rahman,1,224,224.0
R. Karl Rethemeyer,1,224,224.0
Gaurav Garg,1,224,224.0
Jaroslav Zendulka,1,224,224.0
Jonathan L. Halperin,1,224,224.0
Yulin Li,1,224,224.0
Albert J. Rogers,1,224,224.0
Martin Marusiak,1,224,224.0
Guangyu Li,1,224,224.0
David Lo,2,224,112.0
Anthony Bisong,1,224,224.0
Jiřı́ Damborský,1,224,224.0
Jiří Hon,1,224,224.0
Chayakrit Krittanawong,1,224,224.0
Zhen Wang,1,224,224.0
Nidal Nasser,1,224,224.0
Ebenezer Esenogho,1,224,224.0
Ines Mergel,1,224,224.0
Eray Gençay,1,224,224.0
Tomáš Martínek,1,224,224.0
Yue Liu,2,224,112.0
Antonín Kunka,1,224,224.0
Selim Coşkun,1,224,224.0
Ocident Bongomin,1,223,223.0
Liang Yu,1,223,223.0
Vassilios G. Vassilakis,1,223,223.0
Nader Bouacida,1,223,223.0
Dheya Mustafa,1,223,223.0
Timothy Omara,1,223,223.0
Musinguzi Alex,1,223,223.0
Saila Saraniemi,1,223,223.0
Thomas Girdler,1,223,223.0
Francis Stonier,1,223,223.0
Kai-Yun Tsao,1,223,223.0
Zhongming Wu,1,223,223.0
Eric Oyondi Nganyi,1,223,223.0
Mazen Insiew,1,223,223.0
Yiling Ren,1,223,223.0
Jacqui Ayling,1,223,223.0
Adriane Chapman,1,223,223.0
Baseem Khan,2,223,111.5
Prasant Mohapatra,1,223,223.0
Ming Liu,1,223,223.0
Lucy Michael Nyagoga,1,223,223.0
Gour Karmakar,2,223,111.5
Gilbert Gilibrays Ocen,1,223,223.0
Benjamin D. Trump,1,222,222.0
Kelsey Poinsatte‐Jones,1,222,222.0
Liang Zhao,2,222,111.0
Anushka Biswas,1,222,222.0
Shahzad Farooq,1,222,222.0
Shady S. Refaat,1,222,222.0
Serge P. J. M. Horbach,2,222,111.0
Inès Chihi,1,222,222.0
Arvind Selwal,2,222,111.0
Hwang-Cheng Wang,1,222,222.0
Mohamed Massaoudi,1,222,222.0
Igor Linkov,1,222,222.0
Haitham Abu‐Rub,1,222,222.0
Siddique Latif,1,222,222.0
Charoula Konstantina Nikolaou,1,222,222.0
Sabine Koch,1,222,222.0
Miriam Caroline Buiten,1,222,222.0
Pooja Anand,2,222,111.0
Fakhreddine S. Oueslati,1,222,222.0
Tariq Mahmood,1,221,221.0
Eugenio Oropallo,1,221,221.0
Amin Ullah,1,221,221.0
Subrata K. Sarker,3,221,73.66666666666667
Emanuela Riccio,1,221,221.0
Lubna Nadeem,1,221,221.0
Syed Myhammad Anwar,1,221,221.0
Ray Eitel-Porter,1,221,221.0
Piera Centobelli,1,221,221.0
Stefano Abbate,1,221,221.0
Roberto Cerchione,1,221,221.0
Chibuike Daraojimba,4,220,55.0
Μαρία Τρίγκα,3,220,73.33333333333333
Ηλίας Δρίτσας,3,220,73.33333333333333
Saptarshi Das,1,220,220.0
Deepak Kumar Panda,1,220,220.0
Pietro Mascagni,2,220,110.0
Tim Hulsen,1,219,219.0
Md. Manowarul Islam,1,219,219.0
Md. Ashraf Uddin,1,219,219.0
Kristin Vogelsang,1,219,219.0
Stefanie Pakura,1,219,219.0
Kirsten Liere-Netheler,1,219,219.0
Philip Brey,2,219,109.5
Salem A. Alyami,1,219,219.0
Shane D. Johnson,3,219,73.0
B Gupta,3,219,73.0
Selina Sharmin,1,219,219.0
Khondokar Fida Hasan,1,219,219.0
A Jain,3,219,73.0
J. Piet Hausberg,1,219,219.0
M Mohsen,3,219,73.0
Sven Packmohr,1,219,219.0
A Junoh,3,219,73.0
Tam-Tri Le,1,218,218.0
Bernice S. Elger,2,218,109.0
Asaad Almssad,1,218,218.0
Nguyễn Thanh Thanh Huyền,1,218,218.0
Thomas Dimpfl,1,218,218.0
Minh‐Hoang Nguyen,1,218,218.0
Pardis Emami-Naeini,1,218,218.0
Raad Z. Homod,1,218,218.0
Manh‐Toan Ho,1,218,218.0
Amjad Almusaed,1,218,218.0
Henry Dixon,1,218,218.0
Yuvraj Agarwal,1,218,218.0
Dirk G. Baur,1,218,218.0
Marc Gallofré Ocaña,1,217,217.0
Inayatul Haq,2,217,108.5
Rana Alabdan,1,217,217.0
Csaba Veres,1,217,217.0
Andrea Gilli,1,217,217.0
Mauro Gilli,1,217,217.0
Tareq Al-Moslmi,1,217,217.0
Andreas L. Opdahl,1,217,217.0
Bilal Hameed,1,217,217.0
Faraz Idris Khan,1,217,217.0
Rachel Toncelli,1,216,216.0
Tao Hu,1,216,216.0
Narinderjit Singh Thandi,1,216,216.0
Jacob Khuri,1,216,216.0
Mérouane Debbah,1,216,216.0
Kherun Nita Ali,1,216,216.0
Ilka Kostka,1,216,216.0
Muhammad Syafrudin,2,216,108.0
Raihan Maskuriy,1,216,216.0
Mthandazo Ndhlovu,1,216,216.0
Weihe Wendy Guan,1,216,216.0
Muhammad Anshari,2,216,108.0
Nathalie Japkowicz,2,216,108.0
Peixiao Wang,1,216,216.0
Yaxin Hu,1,216,216.0
Yunhe Cui,1,216,216.0
Petra Marešová,1,216,216.0
Bong Jun Choi,3,216,72.0
Saleem Ullah,1,216,216.0
Sajid Habib,1,216,216.0
Xiao Huang,1,216,216.0
S. V. Subrahmanya,1,216,216.0
Xinyan Zhu,1,216,216.0
Zahedi Azam,1,216,216.0
Lucas C. Cordeiro,1,216,216.0
Xiaokang Fu,1,216,216.0
Mohammad Nurul Huda,1,216,216.0
Zhenlong Li,1,216,216.0
Thierry Lestable,1,216,216.0
Mengxi Zhang,1,216,216.0
Md. Motaharul Islam,1,216,216.0
Siqin Wang,1,216,216.0
Shuming Bao,1,216,216.0
Norma Latif Fitriyani,2,216,108.0
Mirza Abdur,1,216,216.0
Neil Selwyn,1,216,216.0
Bing She,1,216,216.0
Ionica Oncioiu,1,215,215.0
Muktar Yahuza,1,215,215.0
Shaofei Wang,1,215,215.0
Robert C. Read,1,215,215.0
Tegawendé F. Bissyandé,1,215,215.0
Hang Chen,1,215,215.0
Pingfan Kong,1,215,215.0
Hassan Danial Aslam,1,215,215.0
Sorinel Căpuşneanu,1,215,215.0
Mirela Cătălina Türkeş,1,215,215.0
Kui Liu,1,215,215.0
Andreea Marin-Pantelescu,1,215,215.0
Tarak Nandy,1,215,215.0
Yinheng Li,1,215,215.0
Han Ding,1,215,215.0
Abubakar Bala,1,215,215.0
Noorzaily Mohamed Noor,1,215,215.0
Ismail Ahmedy,1,215,215.0
Eman AbuKhousa,1,215,215.0
Elettra Bietti,1,215,215.0
Jacques Klein,1,215,215.0
Mohd Yamani Idna Idris,1,215,215.0
Dan Ioan Topor,1,215,215.0
Anastasia A Theodosiou,1,215,215.0
Rasheed Hussain,3,215,71.66666666666667
Song Yingchen,1,214,214.0
Xu Yao,1,214,214.0
Fran Casino,2,214,107.0
Yinghua Han,1,214,214.0
